STATE_CODE,SHRP_ID,YEAR,AGE,H_AC,Eng_Fab,Treated_Base,Treated_Subbase,H_TOT,MRI_BEFORE,MRI_AFTER,MAINTENANCE,DAYS_SINCE_MAINTENANCE,Added_Thickness,AADTT
6,0505,1992,27,132.1,False,True,False,772.2,1.5533999919891357,0.7173999965190887,Mill Off AC and Overlay with AC ,345,22.8,26417
6,0505,1999,34,154.9,False,True,False,795.0,1.7996999979019166,2.0656999707221986,Crack Sealing,2,0.0,40890
6,0505,2000,35,154.9,False,True,False,795.0,2.0656999707221986,1.191300004720688,"Surface Treatment, Single Layer",221,5.1,43434
6,0506,1992,27,134.6,False,True,False,774.7,1.8077999830245968,0.807700002193451,"Asphalt Concrete Overlay, Mill Off AC and Overlay with AC ",345,73.7,26417
6,0506,1999,34,208.3,False,True,False,848.4,1.1435000061988831,1.2151000022888183,Crack Sealing,1,0.0,40890
6,0506,2000,35,208.3,False,True,False,848.4,1.2151000022888183,0.87739999294281,"Surface Treatment, Single Layer",221,5.1,43434
6,0506,2004,39,213.4,False,True,False,853.5,1.44200000166893,1.8271999835968016,"Patch Pot Holes - Hand Spread, Compacted with Truck",284,0.0,54204
6,0507,1992,27,154.9,False,True,False,784.9,2.3507999897003176,0.8338999986648559,"Asphalt Concrete Overlay, Mill Off AC and Overlay with AC ",345,101.6,26417
6,0508,1992,27,162.6,False,True,False,789.9,2.056599974632263,0.7468999922275543,"Hot-Mix Recycled Asphalt Concrete Overlay, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",345,104.0,26417
6,0508,2000,35,266.6,False,True,False,893.9,1.109999990463257,0.8063000023365021,"Surface Treatment, Single Layer",220,2.5,43434
6,0509,1992,27,149.89999999999998,False,True,False,779.8,2.127250000834465,1.0104999899864198,"Hot-Mix Recycled Asphalt Concrete Overlay, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",345,12.6,26417
6,0509,2000,35,162.5,False,True,False,792.4,2.542100024223328,1.3848999977111816,"Surface Treatment, Single Layer",220,7.6,43434
6,0509,2005,40,170.1,False,True,False,800.0,3.542400026321411,5.261500024795533,"Patch Pot Holes - Hand Spread, Compacted with Truck",293,0.0,57072
6,0559,1991,26,127.0,False,True,False,774.6999999999999,2.9680999994277952,0.9233000099658966,"Asphalt Concrete Overlay, Mill Off AC and Overlay with AC ",345,127.0,24464
6,0559,1998,33,254.0,False,True,False,901.7,1.252400004863739,0.8072000086307525,"Surface Treatment, Single Layer",247,7.6,38479
6,0560,1992,27,127.0,False,True,False,767.1,3.0286000251770018,1.1574999928474423,"Asphalt Concrete Overlay, Aggregate Seal Coat, Mill Off AC and Overlay with AC ",345,50.8,26417
6,0561,1992,27,134.6,False,True,False,784.8,2.630600023269653,1.02260000705719,"Asphalt Concrete Overlay, Mill Off AC and Overlay with AC ",345,35.6,26417
6,0561,2001,36,165.1,True,True,False,820.4,1.677899992465973,1.909400010108948,"Patch Pot Holes - Hand Spread, Compacted with Truck",256,0.0,46035
6,0561,2002,37,165.1,True,True,False,820.4,1.909400010108948,1.631300020217895,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",247,0.0,48692
6,0562,1992,27,139.7,False,True,False,810.2,2.073099994659424,1.025599992275238,"Asphalt Concrete Overlay, Mill Off AC and Overlay with AC ",345,48.3,26417
6,0563,1992,27,142.2,False,True,False,820.4000000000001,2.0234999895095824,0.8894000113010406,"Asphalt Concrete Overlay, Mill Off AC and Overlay with AC ",345,35.6,26417
6,0563,2000,35,177.79999999999998,False,True,False,856.0,1.1789999961853028,1.2083000183105468,Mechanical Premix Patch (using motor grader and roller),213,0.0,43434
6,0563,2002,37,177.8,False,True,False,856.0,1.286600017547607,1.3095000028610229,Grinding Surface,277,0.0,48692
6,0564,1992,27,142.2,False,True,False,835.7,2.0493000149726868,0.7356000006198883,"Asphalt Concrete Overlay, Mill Off AC and Overlay with AC ",345,43.2,26417
6,0564,1995,30,185.4,False,True,False,878.9,0.9147000074386598,1.370700013637543,"Patch Pot Holes - Hand Spread, Compacted with Truck",149,0.0,32215
6,0565,1992,27,139.7,False,True,False,802.7,2.3319000005722046,0.7970999956130982,"Asphalt Concrete Overlay, Mill Off AC and Overlay with AC ",345,68.6,26417
6,0565,1997,32,208.3,False,True,False,871.3000000000001,1.2461999893188476,1.4009000182151794,Crack Sealing,194,0.0,36196
6,0565,2000,35,208.3,False,True,False,871.3000000000001,1.814900016784668,2.1922999858856205,"Crack Sealing, Mechanical Premix Patch (using motor grader and roller)",213,0.0,43434
