STATE_CODE,SHRP_ID,CONSTRUCTION_NO,YEAR_VISITED,VISIT_DATE,MRI,IRI_previous,MERRA_ID,PRECIPITATION,TEMP_MEAN_AVG,FREEZE_INDEX,FREEZE_THAW,REL_HUM_AVG_AVG,ANNUAL_ESAL_TREND,AADTT_ALL_TRUCKS_TREND,AGE,H_AC,Eng_Fab,Treated_Base,Treated_Subbase,H_TOT
1,0109,1,2004,2004-04-27,0.7587000012397767,0.7209000051021577,135513,1378.56,18.100000381469727,2.0,39.0,75,341910,1011,11,7.100000143051148,False,True,False,23.40000033378601
1,0109,1,2005,2005-05-04,0.7748999953269958,0.7587000012397767,135513,1847.56,17.799999237060547,2.0,38.0,77,351557,1042,12,7.100000143051148,False,True,False,23.40000033378601
1,0110,1,1997,1997-07-03,0.680100005865097,0.6866000056266784,135513,1475.31,17.399999618530273,5.0,31.0,78,279948,822,4,7.399999976158142,True,True,False,15.200000025331974
1,0110,1,1998,1998-03-11,0.7588499993085862,0.680100005865097,135513,1396.67,18.799999237060547,0.0,23.0,76,288678,847,5,7.399999976158142,True,True,False,15.200000025331974
1,0110,1,1999,1999-09-28,0.6867000043392182,0.7588499993085862,135513,1145.22,18.5,6.0,35.0,71,296683,872,6,7.399999976158142,True,True,False,15.200000025331974
1,0110,1,2001,2001-03-14,0.6891999959945678,0.6867000043392182,135513,1167.22,17.899999618530273,3.0,33.0,74,314842,925,8,7.399999976158142,True,True,False,15.200000025331974
1,0110,1,2002,2002-03-10,0.682399994134903,0.6891999959945678,135513,1117.79,18.399999618530277,3.0,46.0,74,324328,953,9,7.399999976158142,True,True,False,15.200000025331974
1,0110,1,2003,2003-01-29,0.6719000101089478,0.682399994134903,135513,1593.82,17.5,6.0,50.0,79,334033,982,10,7.399999976158142,True,True,False,15.200000025331974
1,0110,1,2004,2004-04-27,0.6932999908924102,0.6719000101089478,135513,1378.56,18.100000381469727,2.0,39.0,75,344772,1011,11,7.399999976158142,True,True,False,15.200000025331974
1,0110,1,2005,2005-05-04,0.7395000040531159,0.6932999908924102,135513,1847.56,17.799999237060547,2.0,38.0,77,354495,1042,12,7.399999976158142,True,True,False,15.200000025331974
1,0111,1,1997,1997-07-03,0.5655999958515168,0.5679000079631806,135513,1475.31,17.399999618530273,5.0,31.0,78,282901,822,4,3.5999999046325684,True,True,False,15.499999858438969
1,0111,1,1998,1998-01-27,0.5695999979972839,0.5655999958515168,135513,1396.67,18.799999237060547,0.0,23.0,76,291730,847,5,3.5999999046325684,True,True,False,15.499999858438969
1,0111,1,1999,1999-09-28,0.586300003528595,0.5695999979972839,135513,1145.22,18.5,6.0,35.0,71,299818,872,6,3.5999999046325684,True,True,False,15.499999858438969
1,0111,1,2001,2001-03-14,0.5947999954223633,0.586300003528595,135513,1167.22,17.899999618530273,3.0,33.0,74,318167,925,8,3.5999999046325684,True,True,False,15.499999858438969
1,0111,1,2002,2002-03-10,0.5846000015735626,0.5947999954223633,135513,1117.79,18.399999618530277,3.0,46.0,74,327755,953,9,3.5999999046325684,True,True,False,15.499999858438969
1,0111,1,2003,2003-01-29,0.5981000006198883,0.5846000015735626,135513,1593.82,17.5,6.0,50.0,79,337563,982,10,3.5999999046325684,True,True,False,15.499999858438969
1,0111,1,2005,2005-05-04,0.6287999987602234,0.5981000006198883,135513,1847.56,17.799999237060547,2.0,38.0,77,358248,1042,12,3.5999999046325684,True,True,False,15.499999858438969
1,0112,1,1996,1996-01-10,0.6716000020503998,0.8053000152111054,135513,1201.48,17.200000762939453,27.0,54.0,76,269398,798,3,3.3000000715255737,True,True,False,19.199999786913395
1,0112,1,1997,1997-07-03,0.6745000064373017,0.6716000020503998,135513,1475.31,17.399999618530273,5.0,31.0,78,277634,822,4,3.3000000715255737,True,True,False,19.199999786913395
1,0112,1,1998,1998-01-27,0.7248999893665313,0.6745000064373017,135513,1396.67,18.799999237060547,0.0,23.0,76,286284,847,5,3.3000000715255737,True,True,False,19.199999786913395
1,0112,1,1999,1999-09-28,0.6933000028133391,0.7248999893665313,135513,1145.22,18.5,6.0,35.0,71,294223,872,6,3.3000000715255737,True,True,False,19.199999786913395
1,0112,1,2001,2001-03-14,0.729700005054474,0.6933000028133391,135513,1167.22,17.899999618530273,3.0,33.0,74,312232,925,8,3.3000000715255737,True,True,False,19.199999786913395
1,0112,1,2002,2002-03-10,0.7014000058174132,0.729700005054474,135513,1117.79,18.399999618530277,3.0,46.0,74,321638,953,9,3.3000000715255737,True,True,False,19.199999786913395
1,0112,1,2003,2003-01-29,0.7287000000476838,0.7014000058174132,135513,1593.82,17.5,6.0,50.0,79,331259,982,10,3.3000000715255737,True,True,False,19.199999786913395
1,0112,1,2004,2004-04-27,0.7359000027179718,0.7287000000476838,135513,1378.56,18.100000381469727,2.0,39.0,75,341903,1011,11,3.3000000715255737,True,True,False,19.199999786913395
1,0112,1,2005,2005-05-04,0.7648000001907349,0.7359000027179718,135513,1847.56,17.799999237060547,2.0,38.0,77,351550,1042,12,3.3000000715255737,True,True,False,19.199999786913395
