STATE_CODE,SHRP_ID,CONSTRUCTION_NO,YEAR_VISITED,VISIT_DATE,MRI,Initial_IRI,PRECIPITATION,TEMP_MEAN_AVG,FREEZE_INDEX,FREEZE_THAW,REL_HUM_AVG_AVG,AADTT,AGE,H_AC,Eng_Fab,Treated_Base,Treated_Subbase,H_TOT,Added_Thickness
1,0104,1,1998,1998-03-11,0.6550499945878983,0.5942000150680542,1396.67,18.799999237060547,0.0,23.0,76,4726,7,160.1,False,True,False,470.0,0.0
1,0104,1,1999,1999-09-28,0.6314000010490417,0.5942000150680542,1145.22,18.5,6.0,35.0,71,5598,8,160.1,False,True,False,470.0,0.0
1,0104,1,2001,2001-03-14,0.6477000057697296,0.5942000150680542,1167.22,17.899999618530273,3.0,33.0,74,7422,10,160.1,False,True,False,470.0,0.0
1,0104,1,2002,2002-03-10,0.6155999958515168,0.5942000150680542,1117.79,18.399999618530277,3.0,46.0,74,8375,11,160.1,False,True,False,470.0,0.0
1,0104,1,2003,2003-01-29,0.6597000002861022,0.5942000150680542,1593.82,17.5,6.0,50.0,79,9357,12,160.1,False,True,False,470.0,0.0
1,0104,1,2004,2004-04-27,0.6559000015258789,0.5942000150680542,1378.56,18.100000381469727,2.0,39.0,75,10368,13,160.1,False,True,False,470.0,0.0
1,0104,1,2005,2005-05-04,0.6840999960899352,0.5942000150680542,1847.56,17.799999237060547,2.0,38.0,77,11410,14,160.1,False,True,False,470.0,0.0
1,0105,1,1996,1996-01-10,0.6142999947071075,0.6142999947071075,1201.48,17.200000762939453,27.0,54.0,76,3057,5,104.1,False,True,False,309.79999999999995,0.0
1,0105,1,1997,1997-07-03,0.6428000092506408,0.6142999947071075,1475.31,17.399999618530273,5.0,31.0,78,3879,6,104.1,False,True,False,309.79999999999995,0.0
1,0105,1,1998,1998-01-27,0.6342000007629395,0.6142999947071075,1396.67,18.799999237060547,0.0,23.0,76,4726,7,104.1,False,True,False,309.79999999999995,0.0
1,0105,1,1999,1999-09-28,0.647900003194809,0.6142999947071075,1145.22,18.5,6.0,35.0,71,5598,8,104.1,False,True,False,309.79999999999995,0.0
1,0105,1,2001,2001-03-14,0.6370000064373016,0.6142999947071075,1167.22,17.899999618530273,3.0,33.0,74,7422,10,104.1,False,True,False,309.79999999999995,0.0
1,0105,1,2002,2002-03-10,0.6196000039577484,0.6142999947071075,1117.79,18.399999618530277,3.0,46.0,74,8375,11,104.1,False,True,False,309.79999999999995,0.0
1,0105,1,2003,2003-01-29,0.6546999990940094,0.6142999947071075,1593.82,17.5,6.0,50.0,79,9357,12,104.1,False,True,False,309.79999999999995,0.0
1,0105,1,2004,2004-04-27,0.6837000131607056,0.6142999947071075,1378.56,18.100000381469727,2.0,39.0,75,10368,13,104.1,False,True,False,309.79999999999995,0.0
1,0105,1,2005,2005-05-04,0.6940000057220459,0.6142999947071075,1847.56,17.799999237060547,2.0,38.0,77,11410,14,104.1,False,True,False,309.79999999999995,0.0
