STATE_CODE,SHRP_ID,CONSTRUCTION_NO_AFTER,CONSTRUCTION_NO_BEFORE,MRI_BEFORE,MRI_BEFORE_DATE,MRI_AFTER,MRI_AFTER_DATE,CN_ASSIGN_DATE,MAINTENANCE,DAYS_SINCE_MAINTENANCE,YEAR,H_AC,Eng_Fab,Treated_Base,Treated_Subbase,H_TOT,Added_Thickness,CONSTRUCTION_NO,AADTT,AGE
1,0563,3,2,0.688400000333786,1996-04-10,0.9174999952316284,1999-09-29,1999-05-15,Machine Premix Patch (placing premix with paver roller),137,1996,99.0,False,False,False,530.8,0.0,2,7437,20
1,0563,4,3,1.352700006961823,2008-09-28,0.8284999966621399,2013-10-30,2013-07-15,"AC Shoulder Restoration, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",107,2008,99.0,False,False,False,530.8,0.0,3,13814,32
1,4155,2,1,1.0608000099658963,1996-04-10,0.7929999947547912,1999-04-22,1999-03-31,Mill Existing Pavement and Overlay with Hot-Mix Recycled AC,22,1996,94.0,False,False,False,358.2,83.8,1,7679,21
1,A310,2,1,1.0129999995231629,1990-06-07,1.3409000039100647,1990-12-11,1990-07-15,Asphalt Concrete Overlay,149,1990,248.9,False,False,False,414.0,40.6,1,11245,18
1,A310,3,2,1.3209999799728394,1995-12-19,1.4754000067710875,1999-04-20,1998-09-15,Crack Sealing,217,1995,289.5,False,False,False,454.6,0.0,2,14721,23
1,A320,2,1,0.9017999947071076,1990-06-07,1.1148999989032746,1990-12-11,1990-08-06,Slurry Seal Coat,127,1990,248.9,False,False,False,414.0,5.1,1,11245,18
1,A320,3,2,1.0522000014781951,1992-08-26,1.3271000146865846,1999-04-20,1998-09-15,Crack Sealing,217,1992,254.0,False,False,False,419.1,0.0,2,12574,20
1,A330,2,1,0.965400004386902,1990-06-07,1.0909000098705293,1990-12-11,1990-08-06,Crack Sealing,127,1990,251.5,False,False,False,416.6,-0.0,1,11245,18
1,A330,3,2,1.2519999980926513,1995-12-19,1.467199993133545,1999-04-20,1998-09-15,Crack Sealing,217,1995,251.5,False,False,False,416.6,0.0,2,14721,23
1,A340,2,1,1.222800004482269,1995-12-19,1.3702000021934508,1999-04-20,1998-09-15,Crack Sealing,217,1995,236.2,False,False,False,401.3,0.0,1,14721,23
1,A350,2,1,1.284500002861023,1990-06-07,1.3727000236511229,1990-12-11,1990-08-06,Aggregate Seal Coat,127,1990,248.9,False,False,False,414.0,7.6,1,11245,18
1,B310,2,1,0.8328000009059906,1990-06-05,1.7978000044822693,1991-07-11,1990-11-15,Asphalt Concrete Overlay,238,1990,172.7,False,False,False,312.4,33.0,1,1792,4
1,B310,3,2,1.7359000086784362,1994-08-08,1.7684000015258787,1997-04-21,1996-05-15,"Patch Pot Holes - Hand Spread, Compacted with Truck",341,1994,205.7,False,False,False,345.4,0.0,2,2927,8
1,B320,2,1,1.0597999930381774,1990-06-05,1.0944000005722043,1991-07-11,1990-08-20,Slurry Seal Coat,325,1990,170.2,False,False,False,309.9,5.1,1,1792,4
1,B320,3,2,1.1729000210762024,1994-08-08,1.2549999952316284,1997-04-21,1996-05-15,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",341,1994,175.29999999999998,False,False,False,315.0,0.0,2,2927,8
1,B330,2,1,1.7687999844551086,1994-08-08,2.103199982643128,1997-04-21,1996-05-15,"Patch Pot Holes - Hand Spread, Compacted with Truck",341,1994,175.3,False,False,False,315.0,0.0,1,2927,8
1,B350,2,1,1.5949000120162964,1990-06-05,1.620199990272522,1991-07-11,1990-08-20,Aggregate Seal Coat,325,1990,175.3,False,False,False,315.0,7.6,1,1792,4
1,C330,3,1,1.2123000025749209,1990-06-08,1.3074000120162963,1992-08-24,1992-05-15,"Patch Pot Holes - Hand Spread, Compacted with Truck",101,1990,99.1,False,False,False,363.3,0.0,1,5274,15
1,C330,4,3,1.3074000120162963,1992-08-24,1.4621999979019165,1994-08-09,1994-05-15,"Patch Pot Holes - Hand Spread, Compacted with Truck",86,1992,99.1,False,False,False,363.3,0.0,3,6091,17
1,C330,6,4,1.64830002784729,1996-04-10,1.7641999959945678,1999-04-22,1998-05-15,"Patch Pot Holes - Hand Spread, Compacted with Truck",342,1996,99.1,False,False,False,363.3,0.0,4,7679,21
1,C330,8,6,1.7641999959945678,1999-04-22,2.116599977016449,2003-04-06,2002-05-15,"Patch Pot Holes - Hand Spread, Compacted with Truck",326,1999,99.1,False,False,False,363.3,0.0,6,9165,24
1,C350,3,2,1.4479000091552734,1994-08-09,1.456700003147125,1996-04-10,1995-05-15,"Patch Pot Holes - Hand Spread, Compacted with Truck",331,1994,99.1,False,False,False,363.3,-0.0,2,6759,19
2,1001,2,1,1.2754999995231628,1991-08-21,1.356000006198883,1993-08-26,1993-07-01,Manual Premix Spot Patch (hand spreading and compacting with roller),56,1991,76.2,False,False,False,236.2,0.0,1,792,8
2,1004,2,1,2.510200023651123,1990-06-05,1.606000006198883,1991-08-20,1991-06-01,Asphalt Concrete Overlay,80,1990,91.4,False,False,False,777.2,45.7,1,5400,13
2,1004,3,2,1.977999985218048,1997-08-20,2.09799998998642,1999-06-22,1999-06-01,Crack Sealing,21,1997,137.10000000000002,False,False,False,822.9,0.0,2,7397,20
2,9035,4,3,1.350499987602234,1999-06-18,1.3385000228881836,2001-07-16,2001-07-01,Crack Sealing,15,1999,99.0,False,False,False,419.0,0.0,3,1528,28
4,0113,2,1,1.59263334274292,2002-02-18,1.2403000056743625,2002-11-14,2002-05-01,Slurry Seal Coat,197,2002,111.8,False,False,False,302.3,12.7,1,8716,9
4,0114,2,1,0.8690000037352243,2002-02-18,0.8663500010967254,2002-11-14,2002-05-01,Slurry Seal Coat,197,2002,172.7,False,False,False,477.5,12.7,1,8716,9
4,0115,2,1,0.6873999953269958,2000-12-19,0.7730000078678132,2001-11-06,2001-05-01,Crack Sealing,189,2000,167.6,False,True,False,383.5,0.0,1,5825,7
4,0115,3,2,0.7971000015735626,2002-02-20,0.785700011253357,2003-03-02,2002-04-02,Crack Sealing,334,2002,167.6,False,True,False,383.5,0.0,2,8716,9
4,0116,2,1,0.7371000111103059,2000-12-19,0.8061999917030334,2001-11-06,2001-08-07,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",91,2000,101.6,False,True,False,408.9,0.0,1,5825,7
4,0116,3,2,1.1343000054359436,2002-02-20,0.8306000053882598,2003-03-02,2002-05-01,Slurry Seal Coat,305,2002,101.6,False,True,False,408.9,12.7,2,8716,9
4,0117,2,1,0.6360000014305114,2000-12-19,0.6978000044822692,2001-11-06,2001-05-01,Crack Sealing,189,2000,188.0,False,True,False,396.3,0.0,1,5825,7
4,0117,3,2,0.7202000021934509,2002-02-20,0.9564999878406524,2003-03-02,2002-04-02,Crack Sealing,334,2002,188.0,False,True,False,396.3,0.0,2,8716,9
4,0118,2,1,0.8737000107765197,2000-12-19,1.05139998793602,2001-11-06,2001-05-04,Crack Sealing,186,2000,99.1,False,True,False,398.8,0.0,1,5825,7
4,0118,3,2,1.0901000201702118,2002-02-20,0.9117999970912932,2003-03-02,2002-05-01,Slurry Seal Coat,305,2002,99.1,False,True,False,398.8,12.7,2,8716,9
4,0119,2,1,1.0558999955654145,2002-02-20,0.9714999914169312,2003-03-02,2002-04-03,Crack Sealing,333,2002,160.0,False,True,False,381.0,0.0,1,8716,9
4,0120,2,1,1.066299992799759,2002-02-20,1.0138999938964846,2003-03-02,2002-05-01,Slurry Seal Coat,305,2002,101.6,False,True,False,403.8,12.7,1,8716,9
4,0121,2,1,0.8416999995708465,2002-02-20,0.8656999886035919,2003-03-02,2002-05-01,Slurry Seal Coat,305,2002,104.1,False,True,False,510.5,12.7,1,8716,9
4,0122,2,1,1.0356000006198882,2000-12-19,1.003699994087219,2001-11-06,2001-02-13,"Patch Pot Holes - Hand Spread, Compacted with Truck",266,2000,106.7,False,True,False,464.8,0.0,1,5825,7
4,0122,3,2,1.036800003051758,2002-02-20,1.037099999189377,2003-03-02,2002-05-01,Slurry Seal Coat,305,2002,106.7,False,True,False,464.8,12.7,2,8716,9
4,0123,2,1,0.7595999896526336,2000-12-19,0.8492999970912933,2001-11-06,2001-05-01,Crack Sealing,189,2000,172.7,False,True,False,469.9,0.0,1,5825,7
4,0123,3,2,0.7638000130653382,2002-02-20,0.7448000013828278,2003-03-02,2002-04-02,Crack Sealing,334,2002,172.7,False,True,False,469.9,0.0,2,8716,9
4,0124,2,1,0.6060000002384186,2000-12-19,0.6936000019311905,2001-11-06,2001-05-01,Crack Sealing,189,2000,170.2,False,True,False,571.5,0.0,1,5825,7
4,0161,2,1,1.2128999948501586,2000-12-19,1.221399998664856,2001-11-06,2001-08-07,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",91,2000,144.8,False,False,False,241.3,0.0,1,5825,7
4,0161,3,2,1.4139999985694884,2002-02-20,1.1421999871730804,2003-03-02,2002-05-01,Slurry Seal Coat,305,2002,144.8,False,False,False,241.3,12.7,2,8716,9
4,0162,2,1,1.2542999982833862,2002-02-20,1.114500004053116,2003-03-02,2002-05-01,Slurry Seal Coat,305,2002,215.9,False,False,False,215.9,12.7,1,8716,9
4,0502,2,1,2.0117000222206114,1990-02-05,1.3620999991893767,1990-09-21,1990-04-20,Mill Existing Pavement and Overlay with Hot-Mix Recycled AC,154,1990,129.6,False,False,False,503.0,33.0,1,8047,22
